version:v1.0,,,,,,,,,,,,,,,,
Name (example: Chris Green) [displayName] *,User name (example: chris@contoso.com) [userPrincipalName] *,Initial password [passwordProfile] *,Block sign in (Yes/No) [accountEnabled] *,First name [givenName],Last name [surname],Job title [jobTitle],Department [department],Usage location [usageLocation],Street address [streetAddress],State or province [state],Country or region [country],Office [physicalDeliveryOfficeName],City [city],ZIP or postal code [postalCode],Office phone [telephoneNumber],Mobile phone [mobile]
Beverly Stroman,stromanb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Beverly,Stroman,,,,,,,,,,,
Yasmeen Hickle,hickley@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Yasmeen,Hickle,,,,,,,,,,,
Nia Dietrich,dietrichn@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Nia,Dietrich,,,,,,,,,,,
Lenny Gislason,gislasonl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lenny,Gislason,,,,,,,,,,,
Yasmine Metz,metzy@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Yasmine,Metz,,,,,,,,,,,
Kacey Dach,dachk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kacey,Dach,,,,,,,,,,,
Enrique Towne,townee@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Enrique,Towne,,,,,,,,,,,
Blake Erdman,erdmanb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Blake,Erdman,,,,,,,,,,,
Roberta Fadel,fadelr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Roberta,Fadel,,,,,,,,,,,
Oran Lemke,lemkeo@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Oran,Lemke,,,,,,,,,,,
Jazmyne Stamm,stammj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jazmyne,Stamm,,,,,,,,,,,
Violet Schiller,schillerv@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Violet,Schiller,,,,,,,,,,,
Alexie Fay,faya@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Alexie,Fay,,,,,,,,,,,
Juwan Cormier,cormierj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Juwan,Cormier,,,,,,,,,,,
Morgan Witting,wittingm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Morgan,Witting,,,,,,,,,,,
Wayne Welch,welchw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Wayne,Welch,,,,,,,,,,,
Jamarcus Dickens,dickensj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jamarcus,Dickens,,,,,,,,,,,
Madisyn Nienow,nienowm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Madisyn,Nienow,,,,,,,,,,,
Annabelle Schumm,schumma@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Annabelle,Schumm,,,,,,,,,,,
Kenyon Glover,gloverk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kenyon,Glover,,,,,,,,,,,
Hailee Frami,framih@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Hailee,Frami,,,,,,,,,,,
Bernie Kilback,kilbackb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bernie,Kilback,,,,,,,,,,,
Neha Klein,kleinn@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Neha,Klein,,,,,,,,,,,
Lysanne Pfannerstill,pfannerstilll@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lysanne,Pfannerstill,,,,,,,,,,,
Gisselle Baumbach,baumbachg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gisselle,Baumbach,,,,,,,,,,,
Rusty Hessel,hesselr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Rusty,Hessel,,,,,,,,,,,
Felipe Rohan,rohanf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Felipe,Rohan,,,,,,,,,,,
Lafayette Fritsch,fritschl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lafayette,Fritsch,,,,,,,,,,,
Lyda Toy,toyl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lyda,Toy,,,,,,,,,,,
Jeremy Bartell,bartellj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jeremy,Bartell,,,,,,,,,,,
Wilhelm Little,littlew@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Wilhelm,Little,,,,,,,,,,,
Federico Gerlach,gerlachf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Federico,Gerlach,,,,,,,,,,,
Dashawn Streich,streichd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dashawn,Streich,,,,,,,,,,,
Kaia Stiedemann,stiedemannk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kaia,Stiedemann,,,,,,,,,,,
Tracey Carter,cartert@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Tracey,Carter,,,,,,,,,,,
Deanna Mills,millsd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Deanna,Mills,,,,,,,,,,,
Muriel Bednar,bednarm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Muriel,Bednar,,,,,,,,,,,
Brett Considine,considineb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Brett,Considine,,,,,,,,,,,
Ryann Stiedemann,stiedemannr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ryann,Stiedemann,,,,,,,,,,,
Lloyd Kling,klingl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lloyd,Kling,,,,,,,,,,,
Rhett Muller,mullerr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Rhett,Muller,,,,,,,,,,,
Heber Willms,willmsh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Heber,Willms,,,,,,,,,,,
Waino Kuvalis,kuvalisw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Waino,Kuvalis,,,,,,,,,,,
Quincy Emard,emardq@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Quincy,Emard,,,,,,,,,,,
Alvera Dach,dacha@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Alvera,Dach,,,,,,,,,,,
Sim Schuster,schusters@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Sim,Schuster,,,,,,,,,,,
Gino Kerluke,kerlukeg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gino,Kerluke,,,,,,,,,,,
Eino Simonis,simonise@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Eino,Simonis,,,,,,,,,,,
Lamont Gaylord,gaylordl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lamont,Gaylord,,,,,,,,,,,
Kathryn Hills,hillsk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kathryn,Hills,,,,,,,,,,,
Kamille Fay,fayk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kamille,Fay,,,,,,,,,,,
Katherine Volkman,volkmank@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Katherine,Volkman,,,,,,,,,,,
Dayana Pfannerstill,pfannerstilld@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dayana,Pfannerstill,,,,,,,,,,,
Thelma Lakin,lakint@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Thelma,Lakin,,,,,,,,,,,
Keshawn Nicolas,nicolask@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Keshawn,Nicolas,,,,,,,,,,,
Quincy Harvey,harveyq@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Quincy,Harvey,,,,,,,,,,,
Sarai Larson,larsons@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Sarai,Larson,,,,,,,,,,,
Eliseo Schowalter,schowaltere@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Eliseo,Schowalter,,,,,,,,,,,
Roel Romaguera,romaguerar@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Roel,Romaguera,,,,,,,,,,,
Jackie Hansen,hansenj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jackie,Hansen,,,,,,,,,,,
Jeanne Larson,larsonj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jeanne,Larson,,,,,,,,,,,
Isaiah Roberts,robertsi@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Isaiah,Roberts,,,,,,,,,,,
Ivah Hyatt,hyatti@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ivah,Hyatt,,,,,,,,,,,
Victor Little,littlev@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Victor,Little,,,,,,,,,,,
Jerald Stracke,strackej@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jerald,Stracke,,,,,,,,,,,
Verona Wiegand,wiegandv@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Verona,Wiegand,,,,,,,,,,,
Ardith Bogan,bogana@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ardith,Bogan,,,,,,,,,,,
Reuben Stroman,stromanr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Reuben,Stroman,,,,,,,,,,,
Jonathon Oberbrunner,oberbrunnerj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jonathon,Oberbrunner,,,,,,,,,,,
Miller Trantow,trantowm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Miller,Trantow,,,,,,,,,,,
Sheila Konopelski,konopelskis@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Sheila,Konopelski,,,,,,,,,,,
Shaniya Stracke,strackes@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Shaniya,Stracke,,,,,,,,,,,
Zoey Steuber,steuberz@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Zoey,Steuber,,,,,,,,,,,
Jerrod Gleichner,gleichnerj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jerrod,Gleichner,,,,,,,,,,,
Ole Block,blocko@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ole,Block,,,,,,,,,,,
Dino Nolan,noland@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dino,Nolan,,,,,,,,,,,
Mina Yost,yostm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Mina,Yost,,,,,,,,,,,
Piper Halvorson,halvorsonp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Piper,Halvorson,,,,,,,,,,,
Selina Beier,beiers@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Selina,Beier,,,,,,,,,,,
Gavin Trantow,trantowg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gavin,Trantow,,,,,,,,,,,
Ambrose Kub,kuba@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ambrose,Kub,,,,,,,,,,,
Jade Hessel,hesselj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jade,Hessel,,,,,,,,,,,
Russ Kreiger,kreigerr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Russ,Kreiger,,,,,,,,,,,
Dudley Paucek,paucekd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dudley,Paucek,,,,,,,,,,,
Halie Lebsack,lebsackh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Halie,Lebsack,,,,,,,,,,,
Kobe Rice,ricek@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kobe,Rice,,,,,,,,,,,
Anne Lindgren,lindgrena@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Anne,Lindgren,,,,,,,,,,,
Lesley Monahan,monahanl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lesley,Monahan,,,,,,,,,,,
Murphy Ledner,lednerm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Murphy,Ledner,,,,,,,,,,,
Marley Lesch,leschm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Marley,Lesch,,,,,,,,,,,
Manuela Hand,handm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Manuela,Hand,,,,,,,,,,,
Camila Stoltenberg,stoltenbergc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Camila,Stoltenberg,,,,,,,,,,,
Winnifred Schneider,schneiderw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Winnifred,Schneider,,,,,,,,,,,
Winfield Kris,krisw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Winfield,Kris,,,,,,,,,,,
Sanford Kunde,kundes@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Sanford,Kunde,,,,,,,,,,,
Madonna Gerlach,gerlachm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Madonna,Gerlach,,,,,,,,,,,
Cassidy Baumbach,baumbachc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Cassidy,Baumbach,,,,,,,,,,,
Lisette Maggio,maggiol@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lisette,Maggio,,,,,,,,,,,
Stephania Boyer,boyers@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Stephania,Boyer,,,,,,,,,,,
Ricky Braun,braunr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ricky,Braun,,,,,,,,,,,
Dayne Schamberger,schambergerd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dayne,Schamberger,,,,,,,,,,,
Dariana Kovacek,kovacekd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dariana,Kovacek,,,,,,,,,,,
Hal Boyer,boyerh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Hal,Boyer,,,,,,,,,,,
Deondre Konopelski,konopelskid@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Deondre,Konopelski,,,,,,,,,,,
Thaddeus Moore,mooret@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Thaddeus,Moore,,,,,,,,,,,
Gilda Labadie,labadieg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gilda,Labadie,,,,,,,,,,,
Hermann Cremin,creminh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Hermann,Cremin,,,,,,,,,,,
Helena Jacobson,jacobsonh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Helena,Jacobson,,,,,,,,,,,
Cyril Windler,windlerc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Cyril,Windler,,,,,,,,,,,
Harold Crist,cristh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Harold,Crist,,,,,,,,,,,
Damion Tremblay,tremblayd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Damion,Tremblay,,,,,,,,,,,
Isobel Denesik,denesiki@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Isobel,Denesik,,,,,,,,,,,
Easter Lowe,lowee@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Easter,Lowe,,,,,,,,,,,
Cleta Langworth,langworthc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Cleta,Langworth,,,,,,,,,,,
Shyann Bednar,bednars@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Shyann,Bednar,,,,,,,,,,,
Hyman Lockman,lockmanh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Hyman,Lockman,,,,,,,,,,,
Whitney Cormier,cormierw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Whitney,Cormier,,,,,,,,,,,
Naomi Weber,webern@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Naomi,Weber,,,,,,,,,,,
Norma Beier,beiern@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Norma,Beier,,,,,,,,,,,
Patricia Mohr,mohrp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Patricia,Mohr,,,,,,,,,,,
Bruce Altenwerth,altenwerthb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bruce,Altenwerth,,,,,,,,,,,
Lonzo Ortiz,ortizl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lonzo,Ortiz,,,,,,,,,,,
Kelly Leannon,leannonk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kelly,Leannon,,,,,,,,,,,
Filomena Pfannerstill,pfannerstillf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Filomena,Pfannerstill,,,,,,,,,,,
Amely Reinger,reingera@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Amely,Reinger,,,,,,,,,,,
Milton Schneider,schneiderm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Milton,Schneider,,,,,,,,,,,
Eliza Upton,uptone@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Eliza,Upton,,,,,,,,,,,
Cristian Walter,walterc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Cristian,Walter,,,,,,,,,,,
Fletcher Berge,bergef@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Fletcher,Berge,,,,,,,,,,,
Angus Windler,windlera@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Angus,Windler,,,,,,,,,,,
Chaz Torphy,torphyc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Chaz,Torphy,,,,,,,,,,,
Florine Barrows,barrowsf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Florine,Barrows,,,,,,,,,,,
Jazlyn Green,greenj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jazlyn,Green,,,,,,,,,,,
Melany Johns,johnsm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Melany,Johns,,,,,,,,,,,
Janie Willms,willmsj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Janie,Willms,,,,,,,,,,,
Filiberto Schiller,schillerf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Filiberto,Schiller,,,,,,,,,,,
Justus Harvey,harveyj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Justus,Harvey,,,,,,,,,,,
Anissa Carroll,carrolla@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Anissa,Carroll,,,,,,,,,,,
Mathilde Rohan,rohanm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Mathilde,Rohan,,,,,,,,,,,
Raina Padberg,padbergr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Raina,Padberg,,,,,,,,,,,
Santa Feeney,feeneys@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Santa,Feeney,,,,,,,,,,,
Wilhelmine Osinski,osinskiw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Wilhelmine,Osinski,,,,,,,,,,,
Garry Kunde,kundeg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Garry,Kunde,,,,,,,,,,,
Stan Russel,russels@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Stan,Russel,,,,,,,,,,,
Grover Tromp,trompg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Grover,Tromp,,,,,,,,,,,
Britney Ernser,ernserb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Britney,Ernser,,,,,,,,,,,
Beaulah Hackett,hackettb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Beaulah,Hackett,,,,,,,,,,,
Jaunita Runte,runtej@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jaunita,Runte,,,,,,,,,,,
Leola Bergnaum,bergnauml@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Leola,Bergnaum,,,,,,,,,,,
Garfield Adams,adamsg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Garfield,Adams,,,,,,,,,,,
Christopher Kihn,kihnc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Christopher,Kihn,,,,,,,,,,,
Virgie Haag,haagv@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Virgie,Haag,,,,,,,,,,,
Carmen Altenwerth,altenwerthc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Carmen,Altenwerth,,,,,,,,,,,
Freida Christiansen,christiansenf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Freida,Christiansen,,,,,,,,,,,
Wilfred Lebsack,lebsackw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Wilfred,Lebsack,,,,,,,,,,,
Favian Stehr,stehrf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Favian,Stehr,,,,,,,,,,,
Roger Rowe,rower@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Roger,Rowe,,,,,,,,,,,
Magdalen Waelchi,waelchim@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Magdalen,Waelchi,,,,,,,,,,,
Jordane Aufderhar,aufderharj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jordane,Aufderhar,,,,,,,,,,,
Fernando Schaefer,schaeferf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Fernando,Schaefer,,,,,,,,,,,
Constantin Nitzsche,nitzschec@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Constantin,Nitzsche,,,,,,,,,,,
Marcella Powlowski,powlowskim@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Marcella,Powlowski,,,,,,,,,,,
Elta Leannon,leannone@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Elta,Leannon,,,,,,,,,,,
Louie Stiedemann,stiedemannl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Louie,Stiedemann,,,,,,,,,,,
Wyman Sporer,sporerw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Wyman,Sporer,,,,,,,,,,,
Leta Kemmer,kemmerl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Leta,Kemmer,,,,,,,,,,,
Shawn Jacobson,jacobsons@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Shawn,Jacobson,,,,,,,,,,,
Roderick Schmidt,schmidtr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Roderick,Schmidt,,,,,,,,,,,
Bartholome Rath,rathb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bartholome,Rath,,,,,,,,,,,
Conrad Waelchi,waelchic@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Conrad,Waelchi,,,,,,,,,,,
Krystal Predovic,predovick@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Krystal,Predovic,,,,,,,,,,,
Chaz Schamberger,schambergerc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Chaz,Schamberger,,,,,,,,,,,
Ciara Adams,adamsc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ciara,Adams,,,,,,,,,,,
Westley Collins,collinsw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Westley,Collins,,,,,,,,,,,
Alyson Pollich,pollicha@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Alyson,Pollich,,,,,,,,,,,
Tod Price,pricet@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Tod,Price,,,,,,,,,,,
Lucas Lang,langl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lucas,Lang,,,,,,,,,,,
Benedict Schiller,schillerb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Benedict,Schiller,,,,,,,,,,,
Evie Langworth,langworthe@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Evie,Langworth,,,,,,,,,,,
Curt Emmerich,emmerichc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Curt,Emmerich,,,,,,,,,,,
Adrain Hills,hillsa@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Adrain,Hills,,,,,,,,,,,
Abigale McClure,mcclurea@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Abigale,McClure,,,,,,,,,,,
Elwin Kshlerin,kshlerine@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Elwin,Kshlerin,,,,,,,,,,,
Kailyn Schulist,schulistk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kailyn,Schulist,,,,,,,,,,,
Troy Ritchie,ritchiet@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Troy,Ritchie,,,,,,,,,,,
Gonzalo Collins,collinsg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gonzalo,Collins,,,,,,,,,,,
Mallory Keeling,keelingm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Mallory,Keeling,,,,,,,,,,,
Hester Collier,collierh@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Hester,Collier,,,,,,,,,,,
Nikita Pouros,pourosn@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Nikita,Pouros,,,,,,,,,,,
Olaf Kulas,kulaso@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Olaf,Kulas,,,,,,,,,,,
Nova Vandervort,vandervortn@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Nova,Vandervort,,,,,,,,,,,
Arno Schroeder,schroedera@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Arno,Schroeder,,,,,,,,,,,
Bernie Weissnat,weissnatb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bernie,Weissnat,,,,,,,,,,,
Yesenia Fritsch,fritschy@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Yesenia,Fritsch,,,,,,,,,,,
Jessie Durgan,durganj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jessie,Durgan,,,,,,,,,,,
Favian Lang,langf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Favian,Lang,,,,,,,,,,,
Providenci Stoltenberg,stoltenbergp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Providenci,Stoltenberg,,,,,,,,,,,
Casey Rowe,rowec@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Casey,Rowe,,,,,,,,,,,
Javon Balistreri,balistrerij@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Javon,Balistreri,,,,,,,,,,,
Era Bartoletti,bartolettie@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Era,Bartoletti,,,,,,,,,,,
Maude Morar,morarm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Maude,Morar,,,,,,,,,,,
Marc Bruen,bruenm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Marc,Bruen,,,,,,,,,,,
Alycia Turner,turnera@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Alycia,Turner,,,,,,,,,,,
Pierce Rath,rathp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Pierce,Rath,,,,,,,,,,,
Elmira Hane,hanee@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Elmira,Hane,,,,,,,,,,,
Vincenzo Corkery,corkeryv@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Vincenzo,Corkery,,,,,,,,,,,
Dariana Waelchi,waelchid@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dariana,Waelchi,,,,,,,,,,,
Brett Prohaska,prohaskab@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Brett,Prohaska,,,,,,,,,,,
Isom Wisoky,wisokyi@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Isom,Wisoky,,,,,,,,,,,
Eve Hammes,hammese@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Eve,Hammes,,,,,,,,,,,
Carmella Hagenes,hagenesc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Carmella,Hagenes,,,,,,,,,,,
Gerda Reichert,reichertg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gerda,Reichert,,,,,,,,,,,
Rodrigo Leffler,lefflerr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Rodrigo,Leffler,,,,,,,,,,,
Linnea Beahan,beahanl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Linnea,Beahan,,,,,,,,,,,
Matteo McLaughlin,mclaughlinm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Matteo,McLaughlin,,,,,,,,,,,
